"hour","speed"
2017-04-01,46.582327764225
2017-04-01 01:00:00,48.118587722225
2017-04-01 02:00:00,49.745609555575
2017-04-01 03:00:00,47.379621710725
2017-04-01 04:00:00,49.517740555525
2017-04-01 05:00:00,47.0252335
2017-04-01 06:00:00,50.361147555575
2017-04-01 07:00:00,37.235342777775
2017-04-01 08:00:00,44.114852444425
2017-04-01 09:00:00,47.20006383335
2017-04-01 10:00:00,43.815400055575
2017-04-01 11:00:00,42.184530944425
2017-04-01 12:00:00,42.2923383889
2017-04-01 13:00:00,43.657703277775
2017-04-01 14:00:00,42.66350185825
2017-04-01 15:00:00,43.506875222225
2017-04-01 16:00:00,42.228632444475
2017-04-01 17:00:00,26.196882666675
2017-04-01 18:00:00,30.1980382778
2017-04-01 19:00:00,41.026354444425
2017-04-01 20:00:00,43.054524500025
2017-04-01 21:00:00,42.7934505
2017-04-01 22:00:00,45.8505105
2017-04-01 23:00:00,47.049490055575
2017-04-02,47.914973222225
2017-04-02 01:00:00,46.357936388925
2017-04-02 02:00:00,45.723859388875
2017-04-02 03:00:00,46.5540131111
2017-04-02 04:00:00,54.683738555525
2017-04-02 05:00:00,47.860638666675
2017-04-02 06:00:00,53.590683833325
2017-04-02 07:00:00,47.576128944425
2017-04-02 08:00:00,46.11521716665
2017-04-02 09:00:00,45.4195353889
2017-04-02 10:00:00,46.34400844195
2017-04-02 11:00:00,44.56238973235
2017-04-02 12:00:00,44.4925461111
2017-04-02 13:00:00,44.667048666675
2017-04-02 14:00:00,44.6312258506
2017-04-02 15:00:00,44.21855773755
2017-04-02 16:00:00,44.655344808425
2017-04-02 17:00:00,43.587431
2017-04-02 18:00:00,43.544158777775
2017-04-02 19:00:00,42.203431166675
2017-04-02 20:00:00,42.09278855555
2017-04-02 21:00:00,42.18039144445
2017-04-02 22:00:00,46.827152
2017-04-02 23:00:00,49.344196444425
2017-04-03,50.1668893333
2017-04-03 01:00:00,45.4393546111
2017-04-03 02:00:00,50.386472555575
2017-04-03 03:00:00,49.208258023
2017-04-03 04:00:00,47.721381448125
2017-04-03 05:00:00,48.25931171935
2017-04-03 06:00:00,51.825521611125
2017-04-03 07:00:00,50.0694952778
2017-04-03 08:00:00,46.097633777775
2017-04-03 09:00:00,44.7809623639
2017-04-03 10:00:00,44.15814992655
2017-04-03 11:00:00,44.870169504525
2017-04-03 12:00:00,44.2723281111
2017-04-03 13:00:00,44.2729500939
2017-04-03 14:00:00,45.67775658325
2017-04-03 15:00:00,44.8807375272
2017-04-03 16:00:00,44.456296111125
2017-04-03 17:00:00,42.7767197778
2017-04-03 18:00:00,42.974666888875
2017-04-03 19:00:00,44.816199444425
2017-04-03 20:00:00,43.260572111125
2017-04-03 21:00:00,44.51683994445
2017-04-03 22:00:00,46.21766255555
2017-04-03 23:00:00,48.7752548889
2017-04-04,47.1911067222
2017-04-04 01:00:00,45.281598611125
2017-04-04 02:00:00,49.073677417625
2017-04-04 03:00:00,49.389892832775
2017-04-04 04:00:00,46.0582182527
2017-04-04 05:00:00,49.999045333325
2017-04-04 06:00:00,53.60441294445
2017-04-04 07:00:00,48.733073666675
2017-04-04 08:00:00,46.805342888875
2017-04-04 09:00:00,45.421932777775
2017-04-04 10:00:00,44.003811689675
2017-04-04 11:00:00,44.906112499975
2017-04-04 12:00:00,46.17212705555
2017-04-04 13:00:00,44.26535830665
2017-04-04 14:00:00,43.68402233335
2017-04-04 15:00:00,43.5835036111
2017-04-04 16:00:00,42.638851333325
2017-04-04 17:00:00,41.46698816665
2017-04-04 18:00:00,42.83965005555
2017-04-04 19:00:00,43.31659444445
2017-04-04 20:00:00,43.833359333325
2017-04-04 21:00:00,43.619932166675
2017-04-04 22:00:00,46.133117055575
2017-04-04 23:00:00,47.1100988889
2017-04-05,47.31184544445
2017-04-05 01:00:00,47.5141515
2017-04-05 02:00:00,45.893920388875
2017-04-05 03:00:00,47.1929818553
2017-04-05 04:00:00,47.40562194295
2017-04-05 05:00:00,45.868659139
2017-04-05 06:00:00,45.789506222225
2017-04-05 07:00:00,32.756442
2017-04-05 08:00:00,44.21794116665
2017-04-05 09:00:00,43.774320722225
2017-04-05 10:00:00,42.8615975
2017-04-05 11:00:00,44.216529777775
2017-04-05 12:00:00,44.76555483335
2017-04-05 13:00:00,43.406876222225
2017-04-05 14:00:00,43.295241499975
2017-04-05 15:00:00,42.868729611125
2017-04-05 16:00:00,42.774514944425
2017-04-05 17:00:00,41.326869
2017-04-05 18:00:00,40.28813355555
2017-04-05 19:00:00,42.070732944425
2017-04-05 20:00:00,42.904407222225
2017-04-05 21:00:00,45.06042083335
2017-04-05 22:00:00,48.4772193889
2017-04-05 23:00:00,48.849352222225
2017-04-06,49.8276276111
2017-04-06 01:00:00,46.976077
2017-04-06 02:00:00,50.52094116665
2017-04-06 03:00:00,47.1601210015
2017-04-06 04:00:00,47.324111630475
2017-04-06 05:00:00,46.81599677775
2017-04-06 06:00:00,52.472805000025
2017-04-06 07:00:00,42.897368888875
2017-04-06 08:00:00,44.95151444445
2017-04-06 09:00:00,47.839286277775
2017-04-06 10:00:00,44.109248166675
2017-04-06 11:00:00,42.245132500025
2017-04-06 12:00:00,44.2173707222
2017-04-06 13:00:00,43.883533277775
2017-04-06 14:00:00,43.208446777775
2017-04-06 15:00:00,43.778140555575
2017-04-06 16:00:00,41.66201705555
2017-04-06 17:00:00,40.225066111125
2017-04-06 18:00:00,34.630995222225
2017-04-06 19:00:00,43.140304777775
2017-04-06 20:00:00,43.705337166675
2017-04-06 21:00:00,44.514862388875
2017-04-06 22:00:00,47.86013605555
2017-04-06 23:00:00,48.981239777775
2017-04-07,46.807658833325
2017-04-07 01:00:00,47.9972797778
2017-04-07 02:00:00,51.68497244445
2017-04-07 03:00:00,47.163024567025
2017-04-07 04:00:00,43.2733161743
2017-04-07 05:00:00,48.76718913835
2017-04-07 06:00:00,49.305908830375
2017-04-07 07:00:00,40.910514388875
2017-04-07 08:00:00,44.04775255555
2017-04-07 09:00:00,44.20290755555
2017-04-07 10:00:00,43.3345801111
2017-04-07 11:00:00,43.409596944475
2017-04-07 12:00:00,44.10766133335
2017-04-07 13:00:00,45.021518277775
2017-04-07 14:00:00,44.110154666675
2017-04-07 15:00:00,44.896626777775
2017-04-07 16:00:00,42.032916
2017-04-07 17:00:00,39.411109999975
2017-04-07 18:00:00,31.931341777775
2017-04-07 19:00:00,39.089010611125
2017-04-07 20:00:00,39.743608555575
2017-04-07 21:00:00,40.952303111125
2017-04-07 22:00:00,44.464898944425
2017-04-07 23:00:00,45.91630933335
2017-04-08,46.994790166675
2017-04-08 01:00:00,48.21054366665
2017-04-08 02:00:00,52.41890277775
2017-04-08 03:00:00,48.7279035
2017-04-08 04:00:00,46.122121388875
2017-04-08 05:00:00,46.171207166675
2017-04-08 06:00:00,49.22256983335
2017-04-08 07:00:00,45.2611032778
2017-04-08 08:00:00,33.267569055575
2017-04-08 09:00:00,40.8343686111
2017-04-08 10:00:00,39.1314507778
2017-04-08 11:00:00,39.70180119415
2017-04-08 12:00:00,35.928436500025
2017-04-08 13:00:00,35.84946
2017-04-08 14:00:00,39.852377722225
2017-04-08 15:00:00,34.671828222225
2017-04-08 16:00:00,27.267975277775
2017-04-08 17:00:00,31.9940665
2017-04-08 18:00:00,40.99476544445
2017-04-08 19:00:00,40.6480842222
2017-04-08 20:00:00,41.2183799109
2017-04-08 21:00:00,42.429318961825
2017-04-08 22:00:00,44.675981666675
2017-04-08 23:00:00,46.33981305555
2017-04-09,47.86319994445
2017-04-09 01:00:00,48.62135705555
2017-04-09 02:00:00,49.03390694445
2017-04-09 03:00:00,48.067213128375
2017-04-09 04:00:00,42.4763500138
2017-04-09 05:00:00,44.493653559375
2017-04-09 06:00:00,45.592793070325
2017-04-09 07:00:00,43.935371833325
2017-04-09 08:00:00,36.61532533335
2017-04-09 09:00:00,41.03418555555
2017-04-09 10:00:00,39.990904666675
2017-04-09 11:00:00,40.5098767222
2017-04-09 12:00:00,37.715710999975
2017-04-09 13:00:00,39.7653939521
2017-04-09 14:00:00,43.52076792075
2017-04-09 15:00:00,41.859710356325
2017-04-09 16:00:00,39.0553651475
2017-04-09 17:00:00,40.8302089502
2017-04-09 18:00:00,41.386237666675
2017-04-09 19:00:00,41.144511161375
2017-04-09 20:00:00,41.30545966625
2017-04-09 21:00:00,43.008606555575
